,summit_elev,vertical_drop,trams,fastEight,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekday,projectedDaysOpen,NightSkiing_ac,clusters,EVS,MEA,Intercept
0,1.2633682071487073,2.2308926279737458,1.032828767024324,1.3322676295501878e-15,1.0098018352411717,0.7923593898961417,1.2938938102844098,0.5734055322850857,0.24340858458124093,1.0524793090055693,0.47090772486669624,0.6933729873535639,0.9268183772035693,0.2208815519913792,2.0306444601816755,1.3723952819753766,0.6882822499603283,0.29068980054731824,1.0820737587764018,20.006808802564773,0.2867291153334186,1.4472813653450252,0.3626993246349442,0.9141904440778057,5.5046648392640485,63.99960960595566
